wkt_geom,DN,id,kerentanan,Bobot,id_2,kerentan_1,Nilai
"MultiPolygon (((174951.47818113613175228 9173434.24547921121120453, 174952.27292633411707357 9173315.383912717923522, 174922.61444466700777411 9173315.18558370508253574, 174922.81316691817482933 9173285.47018445283174515, 174893.15469649329315871 9173285.27183031477034092, 174893.55219869670690969 9173225.84101708233356476, 174863.89375770662445575 9173225.64263084903359413, 174864.09253766079200432 9173195.92721686884760857, 174834.43410791381029412 9173195.72880550473928452, 174833.83773477975046262 9173284.87506755627691746, 174804.17924348992528394 9173284.67665893957018852, 174803.98044846230186522 9173314.39208606258034706, 174774.32193202519556507 9173314.1936662532389164, 174773.92432690231362358 9173373.6245336439460516, 174803.58287972578546032 9173373.82293951325118542, 174803.7816605408443138 9173344.10751291923224926, 174833.44018821843201295 9173344.30590759962797165, 174833.24142559617757797 9173374.02132722362875938, 174862.89996450993930921 9173374.2196967788040638, 174862.50249696598621085 9173433.65052129700779915, 174951.47818113613175228 9173434.24547921121120453)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175130.42226524121360853 9173286.85815496183931828, 175130.62086723337415606 9173257.14280419610440731, 175160.27926385699538514 9173257.34102002158761024, 175160.67645274754613638 9173197.91033161804080009, 175131.01809251500526443 9173197.71210186928510666, 175130.81947632459923625 9173227.42745316587388515, 175101.16109094908460975 9173227.22921221703290939, 175100.76384347578277811 9173286.65992793999612331, 175130.42226524121360853 9173286.85815496183931828)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175041.84429934888612479 9173226.83267584070563316, 175042.04297012701863423 9173197.11730365455150604, 175012.38458209577947855 9173196.91900126077234745, 175012.58327817160170525 9173167.20362184755504131, 174982.92490138579159975 9173167.0052943266928196, 174982.52747994341189042 9173226.43606681935489178, 175041.84429934888612479 9173226.83267584070563316)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174834.43410791381029412 9173195.72880550473928452, 174834.63291316968388855 9173166.01338429190218449, 174813.50787757805665024 9173165.87204236723482609, 174804.867233576514991 9173181.84579864703118801, 174804.77567121043102816 9173195.53037598170340061, 174834.43410791381029412 9173195.72880550473928452)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175220.19172106712358072 9173168.59140595607459545, 175220.39029686426511034 9173138.8760750126093626, 175250.04859985935036093 9173139.07426419667899609, 175250.24716455570887774 9173109.35893994942307472, 175190.93058801302686334 9173108.96252949722111225, 175190.73198692104779184 9173138.67786766588687897, 175161.07367003173567355 9173138.47964215651154518, 175160.87505784042878076 9173168.19498701952397823, 175220.19172106712358072 9173168.59140595607459545)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174923.60812695923959836 9173166.60858479887247086, 174923.80688472854672 9173136.89318422414362431, 174983.12362276046769693 9173137.28990768268704414, 174983.32235123764257878 9173107.5745207741856575, 174953.66400389646878466 9173107.37616115994751453, 174953.86275767453480512 9173077.66076702065765858, 174894.54607853019842878 9173077.26397936977446079, 174894.34728835488203913 9173106.97938744351267815, 174864.68892015307210386 9173106.78097333945333958, 174864.29132471996126696 9173166.21180262416601181, 174923.60812695923959836 9173166.60858479887247086)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175332.54351634840713814 9173080.19216328486800194, 175369.20973507256712765 9173060.82598249427974224, 175369.27723938430426642 9173050.72094927169382572, 175398.93545306153828278 9173050.91906851530075073, 175399.33245012996485457 9172991.48848774097859859, 175369.67427285260055214 9172991.29035458713769913, 175369.47575257159769535 9173021.00565206259489059, 175339.81755015184171498 9173020.80750769749283791, 175339.61901876499177888 9173050.52281186543405056, 175309.9607912001083605 9173050.3246562946587801, 175309.7622487087501213 9173080.03996715508401394, 175332.54351634840713814 9173080.19216328486800194)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((175843.41140267410082743 9173113.31904860958456993, 175844.00604741217102855 9173024.17349146120250225, 175814.3479560108971782 9173023.97563773393630981, 175784.68985767691629007 9173023.77776584215462208, 175784.29334797221235931 9173083.20816532894968987, 175813.9514827040839009 9173083.40602332539856434, 175813.75325667683500797 9173113.12121572345495224, 175843.41140267410082743 9173113.31904860958456993)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((174865.08654400589875877 9173047.35014299489557743, 174865.28536658961093053 9173017.63472742587327957, 174894.94368019356625155 9173017.83316243067383766, 174895.34131027403054759 9172958.40234443359076977, 174924.99958052090369165 9172958.60077520646154881, 174925.19838801567675546 9172928.88537277653813362, 174865.88187697064131498 9172928.48847912810742855, 174865.48419627838302404 9172987.91931159049272537, 174849.15310210079769604 9172987.81003118865191936, 174835.54666810794151388 9173029.44853269681334496, 174835.42820524913258851 9173047.15169679187238216, 174865.08654400589875877 9173047.35014299489557743)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175131.81262826727470383 9173078.85069403797388077, 175132.40860462182899937 9172989.70463537983596325, 175162.06683746492490172 9172989.90291386097669601, 175162.26549224677728489 9172960.18756740726530552, 175132.60727760475128889 9172959.98928196541965008, 175102.94905601558275521 9172959.79097835533320904, 175102.75036483147414401 9172989.50633873417973518, 175073.0921180906589143 9172989.30802392214536667, 175072.89341580576729029 9173019.0233909972012043, 175043.23514391726348549 9173018.82506498321890831, 175043.03643053310224786 9173048.54043875634670258, 175072.69472062139539048 9173048.73875780776143074, 175072.49603253719396889 9173078.45412435382604599, 175131.81262826727470383 9173078.85069403797388077)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175340.01608863327419385 9172991.09220326505601406, 175340.21463420905638486 9172961.37689856812357903, 175369.87280022754566744 9172961.57505684718489647, 175370.07133469649124891 9172931.85975884087383747, 175310.75503211712930351 9172931.46341020241379738, 175310.3578974682604894 9172990.89403377845883369, 175340.01608863327419385 9172991.09220326505601406)))",1,0,menengah,2,0,menengah,2
"MultiPolygon (((174954.856633109098766 9172929.08379235118627548, 174955.05542950483504683 9172899.36839662119746208, 174925.39720261399634182 9172899.16997008211910725, 174925.19838801567675546 9172928.88537277653813362, 174954.856633109098766 9172929.08379235118627548)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175725.37364020472159609 9173023.3819675650447607, 175725.57194208423607051 9172993.66675352677702904, 175755.23003608797444031 9172993.86466869711875916, 175755.62662470311624929 9172934.43425372056663036, 175725.96856710140127689 9172934.23632465302944183, 175636.99435267585795373 9172933.6424284502863884, 175637.1927304194541648 9172903.92719276621937752, 175488.90232529432978481 9172902.93696766346693039, 175488.70385654031997547 9172932.65223811194300652, 175518.36196964629925787 9172932.85031251423060894, 175518.16352618514792994 9172962.56557574309408665, 175547.82165055238874629 9172962.76362502388656139, 175547.62323238246608526 9172992.47888103500008583, 175606.93949670169968158 9172992.87491119466722012, 175636.59761845268076286 9172993.07289902493357658, 175636.39926197309978306 9173022.78813391551375389, 175725.37364020472159609 9173023.3819675650447607)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175014.37186242884490639 9172899.76519519835710526, 175014.5706295213312842 9172870.04981313459575176, 174984.91243473766371608 9172869.85141596570611, 174984.71364944201195613 9172899.56680499389767647, 175014.37186242884490639 9172899.76519519835710526)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175304.75858917753794231 9173109.72317115589976311, 175309.5990192589815706 9173104.47103907354176044, 175309.9607912001083605 9173050.3246562946587801, 175339.61901876499177888 9173050.52281186543405056, 175339.81755015184171498 9173020.80750769749283791, 175369.47575257159769535 9173021.00565206259489059, 175369.67427285260055214 9172991.29035458713769913, 175399.33245012996485457 9172991.48848774097859859, 175398.93545306153828278 9173050.91906851530075073, 175428.59365979442372918 9173051.11716959252953529, 175458.2518595865694806 9173051.31525250524282455, 175458.148698744160356 9173066.76211465522646904, 175478.94018506552674808 9173081.17001066356897354, 175487.71161913935793564 9173081.22858637757599354, 175487.68357282251236029 9173085.42865581624209881, 175518.28480763908009976 9173111.14931281097233295, 175546.82963060279143974 9173111.33990242518484592, 175547.2264173126895912 9173051.90939226001501083, 175517.56823834497481585 9173051.71136384084820747, 175517.76666053448570892 9173021.99610140733420849, 175488.10849282599519938 9173021.79804786667227745, 175488.30694030615268275 9172992.0827782154083252, 175458.6487838554312475 9172991.88469955697655678, 175428.99062046315521002 9172991.68660273216664791, 175429.78462691104505211 9172872.82546582818031311, 175459.44271749607287347 9172873.02359047345817089, 175459.64121863606851548 9172843.30831253901124001, 175489.29928407596889883 9172843.50642597116529942, 175489.49777410359820351 9172813.79115472547709942, 175459.83972686779452488 9172813.59303434006869793, 175460.03824219148373231 9172783.87775587663054466, 175430.3802062189206481 9172783.6796103660017252, 175430.18167269037803635 9172813.39489578455686569, 175400.52361157222185284 9172813.19673905894160271, 175400.32506693236064166 9172842.91203116998076439, 175281.69268020847812295 9172842.11925040557980537, 175280.50112447934225202 9173020.41116447560489178, 175250.84290122386300936 9173020.21296561695635319, 175250.24716455570887774 9173109.35893994942307472, 175304.75858917753794231 9173109.72317115589976311),(175310.75503211712930351 9172931.46341020241379738, 175370.07133469649124891 9172931.85975884087383747, 175369.87280022754566744 9172961.57505684718489647, 175340.21463420905638486 9172961.37689856812357903, 175340.01608863327419385 9172991.09220326505601406, 175310.3578974682604894 9172990.89403377845883369, 175310.75503211712930351 9172931.46341020241379738)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175073.88699823356000707 9172870.44655296765267849, 175074.08573602006072178 9172840.73118456639349461, 175044.42757334432099015 9172840.53281677141785622, 175044.22881735407281667 9172870.24819213524460793, 175073.88699823356000707 9172870.44655296765267849)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175548.41694760165410116 9172873.61785539984703064, 175548.61539413133868948 9172843.90259832888841629, 175489.29928407596889883 9172843.50642597116529942, 175489.10080113948788494 9172873.22169695049524307, 175548.41694760165410116 9172873.61785539984703064)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175992.33669369108974934 9172906.29686234705150127, 175987.94486208300804719 9172885.95863641239702702, 175983.3130940378177911 9172876.52020739577710629, 175963.62919589696684852 9172876.38892973959445953, 175964.02558634645538405 9172816.95860988833010197, 175934.3676500886795111 9172816.7607802078127861, 175934.56587413907982409 9172787.04561294056475163, 175904.90794915298465639 9172786.84775814600288868, 175904.51147172536002472 9172846.27810630761086941, 175934.16943311964860186 9172846.47594721242785454, 175933.97122323216171935 9172876.19111394882202148, 175904.31324363476596773 9172875.99327998980879784, 175904.1150226264144294 9172905.70845340751111507, 175992.33669369108974934 9172906.29686234705150127)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175103.94261843146523461 9172811.21417248994112015, 175104.14135221374453977 9172781.49881052225828171, 175074.48323289427207783 9172781.30044696852564812, 175074.28448090708116069 9172811.01581590063869953, 175103.94261843146523461 9172811.21417248994112015)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175371.06411344831576571 9172783.28326483443379402, 175371.46127460565185174 9172723.8526653740555048, 175401.11928805167553946 9172724.05086113885045052, 175400.72216330555966124 9172783.48144668340682983, 175430.3802062189206481 9172783.6796103660017252, 175430.97584935935446993 9172694.53375251404941082, 175460.63383071374846622 9172694.73191889002919197, 175461.03092518803896382 9172635.30135957337915897, 175431.37298024899791926 9172635.10317928902804852, 175401.71502836933359504 9172634.90498082898557186, 175401.51644117024261504 9172664.62027453072369099, 175371.85846413858234882 9172664.42206485383212566, 175372.05706954572815448 9172634.70676419697701931, 175312.74113106972072273 9172634.31027641147375107, 175312.14522688504075631 9172723.45621933415532112, 175341.80325421801535413 9172723.65445143915712833, 175341.40605664893519133 9172783.08506481349468231, 175371.06411344831576571 9172783.28326483443379402)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175845.98865696368739009 9172727.02161704376339912, 175846.18695687764557078 9172697.30642814189195633, 175786.87116761266952381 9172696.91054968535900116, 175786.67283128562849015 9172726.62575248070061207, 175845.98865696368739009 9172727.02161704376339912)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175134.59439788194140419 9172662.83573322743177414, 175134.99190712568815798 9172603.40502030029892921, 175105.33390400046482682 9172603.20663314498960972, 175104.93635833956068382 9172662.63735999725759029, 175134.59439788194140419 9172662.83573322743177414)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175135.19067239615833387 9172573.68966343812644482, 175135.98580446769483387 9172454.82823333702981472, 175106.32789239677367732 9172454.6298113726079464, 175105.5326874804450199 9172573.4912693202495575, 175135.19067239615833387 9172573.68966343812644482)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175372.45430164143908769 9172575.27616208419203758, 175372.6529283300624229 9172545.56086063012480736, 175402.31083252548705786 9172545.75909813120961189, 175402.50944809732027352 9172516.04380336776375771, 175461.82519923866493627 9172516.44023775681853294, 175461.8355679819942452 9172514.88871978968381882, 175456.49222024995833635 9172502.39243519306182861, 175436.96338021129486151 9172456.84084572084248066, 175402.90670052007772028 9172456.61321304738521576, 175403.10533737123478204 9172426.8979174867272377, 175373.44750602223211899 9172426.69965216144919395, 175373.58632916852366179 9172405.93489315919578075, 175343.97556011288543232 9172398.69877639599144459, 175343.19366918579908088 9172515.64729627780616283, 175313.53576931409770623 9172515.44901546835899353, 175313.13843600172549486 9172574.87964647077023983, 175372.45430164143908769 9172575.27616208419203758)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175461.8355679819942452 9172514.88871978782117367, 175456.4922202504822053 9172502.39243519306182861, 175436.963380211382173 9172456.84084572084248066, 175436.96338020943221636 9172456.84084572084248066, 175456.49222024867776781 9172502.39243519306182861, 175461.8355679819942452 9172514.88871979154646397, 175461.8355679819942452 9172514.88871978782117367)))",0,1,tinggi,3,0,menengah,2
"MultiPolygon (((175462.02378548099659383 9172486.72495663911104202, 175491.68163242907030508 9172486.92315352335572243, 175491.88020755135221407 9172457.20787909440696239, 175462.22237881517503411 9172457.00967525504529476, 175436.96338020998518914 9172456.84084572084248066, 175456.49222024908522144 9172502.39243519306182861, 175461.8355679819942452 9172514.88871979154646397, 175462.02378548099659383 9172486.72495663911104202)),((175373.64616817981004715 9172396.98434938117861748, 175343.98834810237167403 9172396.78605891950428486, 175343.97556011291453615 9172398.69877639412879944, 175358.6310423519462347 9172402.28020248003304005, 175373.58632916852366179 9172405.9348931573331356, 175373.64616817981004715 9172396.98434938117861748)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175461.8355679819942452 9172514.88871978968381882, 175456.49222024995833635 9172502.39243519306182861, 175436.96338021129486151 9172456.84084572084248066, 175436.96338020998518914 9172456.84084572084248066, 175456.49222024908522144 9172502.39243519306182861, 175461.8355679819942452 9172514.88871979154646397, 175461.8355679819942452 9172514.88871978968381882)))",0,0,menengah,2,1,tinggi,3
"MultiPolygon (((174898.32444166834466159 9172512.67117566242814064, 174898.72231329267378896 9172453.24034865386784077, 174839.40637097845319659 9172452.8431957084685564, 174839.00842650618869811 9172512.27405058592557907, 174898.32444166834466159 9172512.67117566242814064)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((174839.40637097845319659 9172452.8431957084685564, 174839.60535387287382036 9172423.12776787206530571, 174809.94739049655618146 9172422.92915716581046581, 174809.7483893891912885 9172452.64459197036921978, 174839.40637097845319659 9172452.8431957084685564)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175106.32789239677367732 9172454.6298113726079464, 175106.52671137492870912 9172424.91444622166454792, 175076.86881056649144739 9172424.71599911712110043, 175076.66997337539214641 9172454.43137123063206673, 175106.32789239677367732 9172454.6298113726079464)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((174780.28942016791552305 9172422.73052828013896942, 174780.48844659514725208 9172393.01508624292910099, 174750.8304875215399079 9172392.81643220968544483, 174750.63144288066541776 9172422.53188121691346169, 174780.28942016791552305 9172422.73052828013896942)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175424.18668679674738087 9172427.03883535601198673, 175420.0018889345228672 9172417.27767218090593815, 175403.19710044740349986 9172413.17101046442985535, 175403.10533737123478204 9172426.8979174867272377, 175424.18668679674738087 9172427.03883535601198673)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175424.18668679654365405 9172427.03883535601198673, 175420.0018889342318289 9172417.27767218090593815, 175403.19710044740349986 9172413.17101046442985535, 175420.00188893219456077 9172417.27767218090593815, 175424.18668679453548975 9172427.03883535601198673, 175424.18668679654365405 9172427.03883535601198673)))",0,1,tinggi,3,0,menengah,2
"MultiPolygon (((175432.76316177641274408 9172427.09616463631391525, 175432.96178750752005726 9172397.38087576813995838, 175403.30398131551919505 9172397.1826216634362936, 175403.19710044740349986 9172413.17101046442985535, 175420.00188893283484504 9172417.27767218090593815, 175424.18668679514667019 9172427.03883535601198673, 175432.76316177641274408 9172427.09616463631391525)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175424.18668679674738087 9172427.03883535601198673, 175420.0018889345228672 9172417.27767218090593815, 175403.19710044740349986 9172413.17101046442985535, 175420.00188893283484504 9172417.27767218090593815, 175424.18668679514667019 9172427.03883535601198673, 175424.18668679674738087 9172427.03883535601198673)))",0,0,menengah,2,1,tinggi,3
"MultiPolygon (((175610.70996245584683493 9172428.28526579961180687, 175610.90847890789154917 9172398.57001864910125732, 175581.2507143557886593 9172398.37187361530959606, 175581.05217969056684524 9172428.08712771534919739, 175610.70996245584683493 9172428.28526579961180687)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175640.56623652076814324 9172398.76814550720155239, 175640.76474184769904241 9172369.05290504358708858, 175611.10700244858162478 9172368.85477123409509659, 175610.90847890789154917 9172398.57001864910125732, 175640.56623652076814324 9172398.76814550720155239)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175581.44925611023791134 9172368.6566192489117384, 175581.84636088664410636 9172309.22610971890389919, 175522.53092025523073971 9172308.82972339913249016, 175522.13374261977151036 9172368.26026073843240738, 175581.44925611023791134 9172368.6566192489117384)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175700.08019983588019386 9172369.44911812245845795, 175700.27867582195904106 9172339.73389129340648651, 175640.96325426246039569 9172339.33766431361436844, 175640.76474184769904241 9172369.05290504358708858, 175700.08019983588019386 9172369.44911812245845795)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175759.59406963747460395 9172340.13004555553197861, 175759.84668424606206827 9172302.30444732122123241, 175737.70913394825765863 9172280.55079967901110649, 175730.33331299968995154 9172280.50153695791959763, 175729.93637619813671336 9172339.93197751417756081, 175759.59406963747460395 9172340.13004555553197861)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((173239.26531148789217696 9172234.08194047398865223, 173239.46532790060155094 9172204.36613358557224274, 173209.80711555323796347 9172204.16649220883846283, 173209.60708092176355422 9172233.88230609893798828, 173239.26531148789217696 9172234.08194047398865223)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175048.60308946436271071 9172216.50987287983298302, 175048.80200167559087276 9172186.79449168220162392, 175019.14423269394319504 9172186.59595251083374023, 175018.94530226476490498 9172216.31134067103266716, 175048.60308946436271071 9172216.50987287983298302)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((175344.98185637273127213 9172248.20950625091791153, 175345.18057930999202654 9172218.49419492110610008, 175404.49599393655080348 9172218.89084114320576191, 175404.69468753266846761 9172189.17554346099495888, 175375.03700190788367763 9172188.97722248546779156, 175286.06390337808988988 9172188.38215046189725399, 175285.86513691063737497 9172218.09747597202658653, 175315.52286158106289804 9172218.2958445381373167, 175315.32412042649229988 9172248.01116282492876053, 175344.98185637273127213 9172248.20950625091791153)))",0,1,tinggi,3,1,tinggi,3
"MultiPolygon (((173349.36404819437302649 9172175.38861939124763012, 173358.3639385444985237 9172165.65822708420455456, 173358.49801589961862192 9172145.73295869305729866, 173328.8398679427918978 9172145.53337605111300945, 173328.63989190891152248 9172175.24916246347129345, 173349.36404819437302649 9172175.38861939124763012)))",0,0,menengah,2,0,menengah,2
"MultiPolygon (((175196.69310719735221937 9172247.21760730259120464, 175197.09074234205763787 9172187.78691479191184044, 175167.43300810497021303 9172187.58846653625369072, 175167.63185454247286543 9172157.87311292067170143, 175137.97413157508708537 9172157.67463952116668224, 175138.17300333024468273 9172127.95927868038415909, 175078.85757299157558009 9172127.56226340495049953, 175078.65866479784017429 9172157.27763817086815834, 175049.00092098762979731 9172157.07911022007465363, 175048.80200167559087276 9172186.79449168220162392, 175078.45976370444986969 9172186.99301267042756081, 175078.26086971123004332 9172216.70838690362870693, 175137.5764093620236963 9172217.10536040551960468, 175167.23416876577539369 9172217.30381988361477852, 175167.0353365249466151 9172247.01917296648025513, 175196.69310719735221937 9172247.21760730259120464)))",0,1,tinggi,3,1,tinggi,3
